keyword,n_positions,local_quantity
oatmeal-pale,4,0
old-chimneys,4,0
old-credit,4,0
old-dominion,4,10
old-north-state,4,0
olvisholt,4,0
original-oettinger,4,0
oscura,4,39
pacific-pale,4,0
palmer,4,241
papier,4,104
patriot-pale,4,0
pc,4,2835
pelican-pale,4,0
perseguidor,4,1
piast,4,3
pigs-eye,4,0
pilsnergubbarna,4,0
pintail-pale,4,0
pirkawakka,4,0
pm,4,1092
port-townsend,4,13
post,4,10785
pro-am,4,7
procrastinator,4,2
pub-draught,4,0
pumpkin-head,4,0
ram,4,786
rapture,4,34
raspberry-beret,4,0
rathaus,4,37
rattlesnake,4,43
rauchbock,4,0
razz-wheat,4,0
red-bell,4,2
red-dragon,4,13
red-fox,4,10
red-rooster,4,5
red-wheat,4,0
regal,4,188
regio,4,835
retribution,4,226
ridgeway,4,18
riverside-red,4,0
robinsons,4,18
roots,4,271
ruby-red,4,10
rye-of-the-tiger,4,0
rye-p-a,4,0
sahti,4,0
saint-adrians,4,0
saint-andre,4,20
samichlaus,4,0
samurai,4,191
san-giorgio,4,30
santa-barbara,4,95
santas-helper,4,1
sasquatch,4,18
sawtooth,4,3
schneider,4,121
scout,4,264
sea-monster,4,6
seasonal,4,576
sequoia,4,46
shamrock,4,32
sharps,4,8
shipwreck,4,30
shumensko,4,0
silva,4,414
silver,4,1855
six-row,4,0
skol,4,1
slavutych,4,0
smashing-pumpkin,4,0
smithwicks,4,0
smokey,4,69
solitude,4,33
sommer,4,603
sour,4,314
sour-cherry,4,3
spanish-peaks,4,0
st-pauli,4,78
stanley,4,299
star-spangled,4,12
starr-hill,4,1
starry-night,4,17
state-street,4,14
steamer,4,33
stein,4,116
stiegl,4,1
stonehenge,4,75
stonewall,4,8
stralsunder,4,2
strawberry-fields,4,9
strong-scotch,4,0
sunday-river,4,0
sunset-amber,4,0
svetloye,4,0
sweet-georgia-brown,4,0
tall-tale-pale,4,0
taybeh,4,0
temple,4,732
three,4,2782
three-sheets,4,1
thunderbolt,4,37
titan,4,498
townsville,4,14
trade-winds,4,1
trader,4,208
tremont,4,7
trickster,4,16
triple-play,4,3
true-south,4,0
twenty,4,218
two-rivers,4,7
typhoon,4,267
uncommon,4,33
unfiltered,4,35
unplugged-imperial,4,0
ur,4,206
utenos,4,6
vanilla-bourbon,4,0
vetter,4,1
vienna-style,4,0
vilniaus-alus,4,0
vinum,4,1
waiheke-island,4,2
wallhall,4,0
wapping,4,1
weideneder,4,0
weihnachtsbock,4,0
weizenheimer,4,0
west,4,5250
wet-hop,4,0
white-lightning,4,6
whitetail-wheat,4,0
whitewater-wheat,4,0
wild-west-wheat,4,0
wildflower-wheat,4,0
wilson,4,749
wind-valley,4,0
winter-white,4,0
winters-nip,4,0
wolf,4,1339
woodstock,4,175
wurzburger-hofbrau,4,0
wye-valley,4,1
xo,4,678
yule,4,24
zagorka,4,0
zea,4,8
zwickel,4,0
zwickelbier,4,0
1-a-m,3,0
10-barrel,3,2
100,3,6376
14th-anniversary,3,1
2x4,3,14
3-schteng,3,0
33-export,3,0
3rd-anniversary,3,2
44-magnum,3,13
60-shilling,3,0
90-schilling-scotch,3,0
abbey-extra,3,0
absolution,3,16
admirals,3,18
agave-wheat,3,0
ahlafors,3,0
akashi,3,4
albion,3,252
alexander,3,604
alley-kat,3,0
alpha-dog,3,1
alt-oberurseler,3,0
altar-boy,3,1
altenmunster,3,0
alter-bahnhof,3,1
amager,3,5
american-dream,3,92
american-red,3,10
anarchy,3,148
andes,3,34
andre,3,474
andrews,3,149
angelica,3,106
antarctica,3,90
antares,3,20
apocalypse,3,267
apollo,3,136
appalachian,3,70
apple-pie,3,56
apricot-cream,3,0
arbor,3,116
archangel,3,23
arctic,3,216
arctic-fox,3,10
arsenal,3,1234
arthur,3,432
artisan,3,107
ass-kisser,3,0
atlas,3,397
au-brasseur,3,0
auburn,3,274
auerbrau,3,0
august,3,470
augusta-brau,3,0
autumn-fest,3,0
avesta,3,1
azumino,3,0
bacchus,3,3
bachelor,3,360
back-bay,3,6
back-street,3,4
bad-santa,3,1
bah-humbug,3,0
bahia,3,124
baird,3,16
bankss,3,0
barcelo,3,25
bards,3,10
barley-legal,3,0
barrel-aged-scotch,3,0
barrel-aged-wee-heavy,3,0
bass,3,450
batch-300,3,0
bay,3,1904
beam,3,141
beamish,3,1
beaumont,3,95
beaver-beer,3,0
beer-geek-breakfast,3,0
belfast,3,156
belgian-chocolate,3,0
belgian-style-golden,3,0
belgian-style-white,3,0
belikin,3,0
bella,3,530
belle-province,3,0
belleville,3,48
beltaine,3,0
bengal-gold-india-pale,3,0
berghoeve,3,0
berserker,3,41
bia,3,72
bierland,3,0
big-horn-big-red,3,0
big-horn-total-disorder,3,0
big-muddy,3,0
big-worse,3,0
binding,3,95
birkenhead,3,9
birra-venezia,3,0
bitter-blonde,3,0
bitter-end,3,7
black-adder,3,0
black-ball,3,1
black-ice,3,3
black-mamba,3,5
black-mountain,3,9
black-sheep,3,14
black-stallion-oatmeal,3,0
black-turtle,3,0
black-velvet,3,10
black-widow-imperial,3,0
blackbeard,3,4
blackjack,3,40
blue-collar,3,5
blueberry-blonde,3,0
blues,3,387
bobcat,3,80
boddingtons,3,1
bohemian-blonde,3,0
bondi,3,47
borsodi,3,0
boulder,3,160
bourbon-aged,3,0
bourbon-barrel-aged-winter-warmer,3,0
bourbon-barrel-brown,3,0
bourbon-barrel-quad,3,0
bourbon-brown,3,1
bourbon-vanilla,3,1
boxer,3,239
boyne-river,3,0
brains,3,50
branik,3,3
brau-im-moos,3,0
brau-union,3,0
brauerei-konigshof,3,0
braustolz,3,0
breakaway,3,25
brenham,3,13
brett,3,183
brewer,3,29
brewers-handle,3,0
brewers-reserve-imperial,3,0
brewzzi,3,0
breznak,3,0
bridge,3,1263
brigitta-brau,3,0
bristol,3,348
british-pale,3,0
brown-bomber,3,2
buck-naked-light,3,0
buckeye-brown,3,0
budels,3,0
bulldog,3,294
bully,3,184
burton,3,131
caber-toss,3,0
caesar,3,199
cafe-con-leche,3,1
calhouns,3,1
cannonball,3,9
captain-cooker-manuka,3,0
cardinal-sin,3,0
carling-black-label,3,0
carls,3,30
casablanca,3,49
cascade-amber,3,0
castello,3,178
castle,3,919
cat-tail,3,1
catherine-the-great,3,6
cbc-saphir,3,0
celtic,3,620
celtic-red,3,0
centurion,3,40
ceo,3,856
cezanne,3,2
chai,3,70
charlie-brown,3,21
charlies,3,45
chateau-des-tours,3,0
chateau-la-commanderie,3,0
chateau-la-grave,3,0
chateau-la-graviere,3,0
chateau-lalande,3,0
chateau-saint-roch,3,0
chateau-teyssier,3,0
chazz-cat-rye,3,0
cheers-tavern,3,0
cherry-blonde,3,0
cherry-brown,3,1
cherry-cream,3,5
cheshire-valley-brewing,3,0
chiara,3,277
chicago,3,3193
chicago-coffee,3,0
chocolate-milk,3,10
chocolate-pumpkin,3,0
chocolate-rye,3,0
chocolate-wheat,3,0
christmas-ale-2005,3,0
christmas-ale-2007,3,0
christmas-ale-2010,3,0
chupacabra,3,2
cinco,3,626
cinco-de-mayo,3,37
cinnamon-girl,3,3
citra-pale,3,0
classic-pale,3,0
cluster-fuggle,3,0
coachs,3,24
collaborative-evil-2010,3,0
colossus,3,24
columbia,3,693
continental,3,188
copper-kettle,3,0
copperhead-red,3,0
coral,3,336
county,3,6239
crazy-jackass,3,0
creme,3,524
crimson,3,171
cross-eyed-rye,3,0
crystal-wheat,3,0
curtis,3,214
custers-last,3,5
cuvee-des-trolls,3,0
cyclops,3,22
dachsenfranz,3,0
damm,3,16
dangelo,3,60
dark-corner,3,0
dark-day,3,0
darkness,3,266
dear-abbey,3,0
decade,3,290
deception,3,101
del-mar,3,107
deuce,3,24
deutz,3,79
devils,3,251
diablo-rojo,3,0
diebels,3,0
dim,3,58
distorter,3,0
doctors-orders,3,1
domhof,3,0
doree,3,10
dorset,3,153
double-down-brown,3,0
double-elimination,3,0
double-hop,3,0
downtown,3,651
downtown-honey-brown,3,0
dragons-milk,3,0
dreadnought,3,21
driftwood,3,27
druids,3,58
drunkin-pumpkin,3,0
dubbelicious,3,0
duits-lauret,3,0
dukes-big-ass,3,0
dunham,3,20
dunkelweiss,3,0
durand,3,13
east-bay,3,32
east-coast-amber,3,0
easy,3,4022
easy-rider,3,3
edelweiss,3,16
eden,3,331
ego,3,234
einfach,3,657
el-sueno,3,26
elephant,3,206
eleven,3,199
emerald-isle,3,6
emmetts,3,15
emu,3,53
euro,3,3068
european,3,620
evergreen,3,134
evolution,3,825
expedition,3,141
explorer,3,392
express,3,2708
extra-special-pale,3,0
extraomnes,3,0
face-off,3,131
falcon,3,206
famous-grouse,3,0
farina,3,66
farmer-brown,3,0
fat-weasel,3,0
fear-and-trembling,3,0
fiddlers-green,3,1
fiorini,3,1
fire,3,4674
fire-chief,3,30
fire-engine-red,3,0
fireball,3,46
firebrand,3,64
firecracker-pale,3,0
firemans-brew,3,0
five,3,2389
fleur,3,148
flying-armadillo,3,0
flying-frog,3,1
flying-goose,3,1
foggy-bottom,3,0
foreign-extra,3,0
fox,3,1688
frambozenbier,3,0
fratelli,3,119
frosty-knuckle,3,0
fullsuit-belgian-style-brown,3,0
fusion,3,347
g-h-mumm,3,0
galaxy,3,2801
galena,3,15
gambrinus,3,0
gang-aft-agley,3,0
gemini,3,279
general,3,5600
giant,3,924
giddyup,3,3
gilda,3,19
ginger-pale,3,0
glen,3,293
gold-nugget,3,5
golden-eagle,3,3
golden-egg,3,4
golden-gate,3,68
golden-goose,3,9
goldihops,3,0
gothic,3,122
grace,3,888
granville-island,3,1
green,3,3432
green-monsta,3,0
greg,3,275
grim-reaper,3,10
grimbergen,3,4
grizzly-brown,3,0
gueze,3,0
guinness-foreign-extra,3,0
hair-of-the-frog,3,0
hairy-weasel,3,0
half-moon,3,39
hamms,3,0
hanssens,3,0
happy-ending,3,27
harbin,3,6
harmony-wheat,3,0
harvest-rye,3,0
havre,3,89
haystack,3,7
hazel-dell,3,1
hazelnut-brown,3,0
hbh,3,3
head-high,3,4
heart-of-darkness,3,4
heaven-hill,3,4
heidelberg,3,90
hellers,3,0
helles-belles,3,0
hemp,3,49
hercules,3,144
hg,3,51
high-desert-imperial,3,0
highlander-scotch,3,0
hilden,3,23
hill-farmstead,3,0
hite,3,4
hofbrau-light,3,0
hogwash,3,1
holly-daze,3,1
holy-cow,3,5
holzkirchner,3,1
hommel,3,1
honest-town,3,0
honey-badger,3,8
honey-basil,3,0
honey-rye,3,0
honig,3,29
hop-2-it,3,0
hop-bomb,3,0
hop-garden,3,0
hop-goblin,3,0
hop-head,3,1
hop-rocket,3,0
hopfen,3,2
hophead,3,0
hopnotic,3,0
hoppers,3,3
hopscotch,3,1
hoptimus-prime,3,0
hoptopia,3,0
hopzilla,3,0
horseheads,3,1
horus,3,31
hot-blonde,3,3
hottenroth-berliner,3,0
huber,3,21
hubertus,3,6
hugo,3,343
huntington,3,133
icarus,3,22
ich-bin-ein-berliner,3,0
illumination,3,18
immortal,3,256
imperial-coffee,3,0
imperial-pumpkin,3,0
india-ink,3,1
indian-summer,3,7
ipx,3,73
iron,3,1101
ironman-wheat,3,0
islander-pale,3,0
iv,3,1170
jack-frost,3,7
jackhammer,3,2
jade,3,301
jamaica,3,261
jessenhofke,3,0
jewish-rye,3,0
jingle-bell,3,1
john-bull,3,0
johnson,3,1178
joker,3,167
jordan,3,1356
jule-l,3,0
juliet,3,248
juniper,3,48
jura,3,104
justice,3,2296
kazbegi,3,1
kellys,3,19
keystone,3,123
kichesippi,3,0
kieler,3,5
kind,3,910
king-street,3,17
kings,3,881
kiper,3,5
kismet,3,8
kitchen-sink,3,29
klosterbrau,3,0
knee-deep,3,4
kona,3,171
kooinda,3,0
kori-kori-no-kuni,3,0
kris-kringle,3,0
kronen,3,5
l-kken,3,0
ladyface,3,0
lahnsteiner,3,1
lambik,3,0
lancaster,3,239
lanigans-irish,3,0
lapin-kulta,3,0
lastos-oatmeal,3,0
lawnmower,3,19
le-ginestre,3,0
leckere,3,35
legacy,3,5581
legend,3,3165
leikeim,3,0
lemongrass,3,25
lemongrass-wheat,3,0
leon,3,1279
les-brasseurs-du-hameau,3,0
liberation,3,328
libertine,3,6
liberty-pale,3,0
lidskoye,3,0
light-wheat,3,0
lightning-bold-gold,3,0
lion-heart,3,1
little-yeoman,3,0
livu,3,4
lobster-lovers,3,0
lone-peak,3,6
loose-caboose,3,0
loxton,3,0
lucknow,3,43
lumberjack,3,24
lumpy-dog-light,3,0
maddalena,3,40
mahogany,3,72
maifest,3,4
main-street-brewery,3,1
main-street-wheat,3,0
maisels,3,0
malzbier,3,0
mandarin,3,72
marauder,3,30
marble,3,159
mariachi,3,14
market-cross,3,0
martial-law,3,2
martovskoye,3,0
marx,3,59
marzenbier,3,0
matacanes,3,0
maui,3,244
mccarthy-red,3,0
meckatzer,3,0
melbourn-bros,3,0
merlin,3,148
methow-valley,3,0
midnight-oil,3,5
midtown-brown,3,0
milk-chocolate,3,20
millenium,3,523
millennium,3,136
mirador,3,21
miramonte,3,3
miro,3,42
mirror-mirror,3,6
mississippi,3,531
mistura-classica,3,0
mogul-madness,3,0
monastyrskiy,3,0
monks-cafe,3,0
montana,3,514
monteleone,3,5
moritz,3,38
morningwood,3,3
morrissey-fox,3,0
mothers-milk,3,1
mt-begbie,3,0
murauer,3,0
nagahama-roman,3,0
navigator-dopplebock,3,0
nebraska,3,461
nectar,3,27
negra,3,192
new-albanian,3,0
new-london,3,28
new-york,3,3118
nikko,3,12
no-1,3,245
nor-easter,3,0
north-star,3,6
north-star-amber,3,0
northern-waters-smoked,3,0
novemberfest,3,0
nutty-brown,3,0
oaktoberfest,3,0
obispado,3,1
obrien,3,49
odyssey-imperial,3,0
okocim,3,0
oktober-fest,3,0
old-man,3,255
old-milwaukee,3,0
old-oak,3,3
old-orange,3,0
old-school,3,157
old-tankard,3,0
old-tom,3,2
old-town,3,73
olde-richmond,3,0
ommegang,3,0
onyx,3,124
opa,3,71
opening-day,3,32
or,3,7179
orange,3,2178
orange-cream,3,2
orange-honey-wheat,3,0
ordinary,3,204
orkney,3,7
orlio-organic,3,0
oryans-oatmeal,3,0
otro-mundo,3,6
otway,3,1
outlaw,3,93
oveja-negra,3,1
owens,3,103
oxford-brewing-company,3,0
pabst-blue-ribbon,3,1
paddlers-pale,3,0
pail,3,21
paint-it-black,3,5
painted-lady,3,0
pale-horse,3,1
palisades,3,33
palliser-pale,3,0
panama-red,3,1
paradisiac,3,2
paradox,3,120
parislytic,3,0
parkers,3,121
paskol,3,0
pass,3,1702
passport,3,277
patio,3,448
pauls,3,41
pavlovs-russian-imperial,3,0
pax,3,40
peanut-butter,3,520
pearl-street,3,1
peche,3,87
peculiar,3,84
pelican,3,43
peninsula,3,155
peregrine,3,19
persha-privatna,3,0
petrognola,3,0
phillips,3,248
picadilly,3,1
pick-axe,3,0
pier-pale,3,0
pietro,3,159
pigtail,3,2
pilsner-urquell,3,0
pink-elephant,3,2
pink-panther,3,14
pinstripe,3,17
pipeline,3,251
piston,3,78
pitchfork,3,52
plain,3,272
platinum-blonde,3,3
ploughmans,3,0
poker,3,262
poppin,3,9
porter-house,3,0
powderhorn,3,0
powers,3,256
pre-prohibition,3,0
precious,3,110
prickly-moses-otway,3,0
pride,3,853
primo,3,1204
princes,3,194
professor-fritz-briem,3,0
prometheus,3,71
providence,3,225
prussias-pride,3,0
pulaski,3,22
pumpkin-spiced,3,0
pumpkinator,3,0
pure,3,706
purgatory-pale,3,0
quantum,3,205
quinte55ence,3,0
radeberger,3,0
raging-rhino-red,3,0
railyard,3,2
raj,3,33
ramapo-valley,3,0
ramazzotti,3,113
raspberry-cream,3,6
raspberry-rye,3,0
rathskeller-amber,3,0
re-session,3,0
rebenhof,3,0
red-coat,3,0
red-devil,3,3
red-mountain,3,4
red-oak,3,9
red-wheat-and-blue,3,0
redbird,3,18
redemption,3,605
redman,3,14
redstone,3,33
regio-light,3,0
renegade,3,118
rescousse,3,2
reserve,3,432
resolution,3,231
reverend,3,23
revival,3,217
revolution,3,498
rhymney,3,0
rieder,3,4
ringneck,3,1
rise,3,2172
ritter,3,34
river,3,2294
river-otter,3,2
robsons,3,1
robusto,3,1
rockets-red,3,0
roggenbock,3,0
rosa,3,1043
rosebud,3,6
rosemarys-baby,3,4
roth,3,132
roundhouse,3,22
roy,3,421
royal-oak,3,25
rubicon,3,49
ruby-river,3,0
rudolf-ren,3,0
rudolph,3,44
rudolphs-red,3,0
rudolphs-revenge,3,0
rufus,3,21
rumspringa,3,2
russian-river,3,3
rye-knot,3,0
rye-not,3,0
ryogoku-beer-station,3,0
s,3,50745
sacchetto,3,8
sagamore,3,8
sailor,3,122
sailor-hagars,3,0
saison-brune,3,0
saison-du-buff,3,0
salm-brau,3,0
samson,3,29
samuel-adams-boston,3,0
samuel-adams-double,3,0
san-lorenzo,3,41
sancolodi,3,0
sandlot,3,40
santa-lucia,3,14
saphir,3,13
sarajevska,3,0
sasquatch-strong,3,0
satellite,3,365
scarlet-fire,3,1
schells,3,1
schloss,3,93
schlossplatzbrauerei-coepenick,3,0
schmitt,3,36
schmucker,3,0
schwarzbrau,3,0
schwelmer,3,0
scottish-brown,3,0
scottish-style,3,0
seaside,3,167
seeing-double,3,10
sequoia-red,3,0
shark,3,591
shark-bite,3,11
shaughnessy,3,7
shiner,3,5
sierra-madre,3,7
signature,3,446
simon,3,622
simple,3,2256
skyline,3,123
slaters,3,5
sleepy-hollow-nut-brown,3,0
slippery-slope,3,5
sly-fox,3,1
small,3,2630
smoke-jumper,3,0
snipes,3,9
sol,3,880
somerset,3,242
sorachi-ace,3,0
sour-brown,3,0
south-pacific,3,12
southend,3,101
southern-brown,3,0
southport-big-head-blonde,3,0
southport-mashing-pumpkin,3,0
southport-southtoberfest,3,0
sovereign,3,65
special-b,3,1
special-belgian,3,0
speights,3,0
spelt,3,9
spital,3,53
springboard,3,84
springbock,3,0
springbok,3,5
springfest,3,2
st-croix,3,15
st-james,3,57
stag,3,54
staropramen,3,0
station,3,1420
steam-engine,3,11
steamboat,3,33
steiner,3,56
stella,3,257
sternquell,3,0
stewart,3,604
stiftsbrau,3,0
stimulus,3,37
stinger,3,52
stockade,3,11
stone-barn,3,0
stone-fence,3,0
stone-wood,3,0
stonehammer,3,0
stones,3,386
stortebeker,3,0
strange,3,1296
strawberry-cream,3,14
strong-brown,3,0
sudstern,3,0
summer-breeze,3,6
summer-brew,3,1
summer-haze,3,2
summer-pale,3,0
summer-session,3,17
sunflower,3,160
sunner,3,0
sunshine,3,302
super-natural,3,1
superior,3,327
swans,3,21
swordfish,3,24
szot,3,0
t-smisje,3,0
tabernash,3,0
tamarack,3,11
tangerine,3,49
taurus,3,213
taylor,3,2268
tempus-fugit,3,0
ten-fidy,3,0
ten-point,3,0
tennents,3,0
terminal,3,351
terra-grande,3,0
testamento,3,48
texas-brown,3,1
texels,3,1
thaneller,3,0
theakston,3,2
thomson,3,36
three-sisters,3,17
three-threads,3,0
thunder-road,3,1
thy,3,34
tiger-bite,3,0
titanbrau,3,0
toasted-oat-pale,3,0
tobacco-road,3,1
tokyo,3,678
tomahawk,3,42
torrey-pines,3,7
tower,3,765
tower-10,3,0
town-hall,3,150
train-wreck,3,5
tram,3,97
trappe,3,13
traquair-house,3,0
tre-torri,3,0
triangle,3,266
tripel-threat,3,0
triple-chocolate,3,13
triticus,3,0
trout-river,3,0
true-blonde,3,0
tsunami,3,86
tucks,3,4
two,3,4830
tyskie,3,0
ulmer,3,6
ultra,3,1448
undertow,3,3
union,3,1175
union-jack,3,2
unions-brau,3,0
unser-bier,3,0
unterbaarer,3,0
upland,3,24
upslope,3,0
urban,3,605
v,3,9999
vale,3,615
vanilla-milk,3,1
velvet-glove,3,1
veuve-clicquot,3,6
victor,3,548
victory-pale,3,0
vilkmerges,3,0
villa-rosa,3,2
village-idiot,3,0
vin-dorge,3,0
vintage,3,1970
virgin,3,521
vista-alegre,3,5
vita,3,1011
vitale,3,31
vleteren,3,0
vulkan,3,44
warning-sign-eisbock,3,0
water-street,3,18
watershed,3,35
weekapaug-gruit,3,0
weiherer,3,0
weihnachtsbier,3,0
weingut-michel,3,0
welde-brau,3,0
wellington,3,108
werner,3,95
west-end,3,60
wet-hopped,3,0
weyermann,3,0
wheatwine,3,0
whip,3,102
whistler,3,28
white-christmas,3,5
white-crane,3,0
white-dog,3,6
white-gold,3,228
whitecap,3,1
whitehead,3,31
whitetail,3,8
wild,3,4082
wild-one,3,7
wild-rice,3,27
winter-brew,3,0
winter-hop,3,0
winter-rye,3,0
winter-spice,3,0
winterbier,3,0
winterbock,3,0
wisby,3,0
woody,3,82
workhorse,3,22
worthingtons-white-shield,3,0
yards,3,113
yellow-snow,3,1
yippee-ei-o-springbock,3,0
youngs,3,28
zeppelin,3,74
zipfer,3,0
zywiec,3,8
1-2,2,1379
10,2,37293
10-0,2,33
10-10-10,2,4
1000-0,2,0
11-0,2,24
11th-anniversary-double,2,0
120-shilling-scotch,2,0
13-0,2,22
1492,2,29
15-0,2,13
150th-anniversary,2,13
1516,2,16
16th-anniversary,2,1
16th-avenue,2,0
18th-anniversary,2,2
1st-city,2,0
2-turtle-doves,2,0
25th-anniversary-sour,2,0
3-sheets,2,0
3-way,2,16
31-0,2,2
365,2,545
420-india-pale,2,0
483-pale,2,0
4th-anniversary,2,3
4x4,2,935
5,2,39457
5-0-original,2,0
5th-dimension,2,1
6-56,2,0
668-the-neighbor-of-the-beast,2,0
6x,2,42
77,2,1250
77-anniversary,2,0
7ga,2,0
7th-anniversary,2,1
8-malty-nights,2,0
80-shilling-scottish,2,0
840-india-pale,2,0
8th-street,2,5
90-shilling-scottish,2,0
aaaah,2,1
abbey-8,2,0
abeelsen,2,0
abel,2,152
abominable,2,16
abraxas,2,1
absurdo,2,12
abzug,2,10
ace,2,642
ace-of-spades,2,4
aces-high,2,6
ackerman,2,11
adega-das-mouras-de-arraiolos,2,0
adelardus,2,0
adler,2,61
admiral,2,76
aecht-schlenkerla,2,0
affligem,2,0
after-dark,2,24
afterglow,2,7
agave,2,21
aged,2,1376
agent-orange,2,1
aggie,2,23
aguirre,2,67
ahtanum,2,1
airborne,2,50
ak-47,2,57
alba,2,633
albenza,2,0
albino-rhino,2,0
aldo-viola,2,0
ale-la-reverend,2,0
ale-mary,2,0
alehouse-amber,2,0
alembic-pale,2,0
alewife,2,1
alexandria,2,168
alfred-gratien,2,0
alien,2,525
all-american-light,2,0
all-black,2,16
alley-oop,2,4
allston,2,7
almaden,2,10
almond,2,226
alpha-deuce,2,0
alpha-dog-imperial,2,0
alpha-pale,2,0
alpine-glacier,2,1
alt-together-now,2,0
altamura,2,16
altbairisch,2,0
altenauer,2,1
altenburger,2,13
alternator,2,72
altitude,2,91
altitude-amber,2,0
alto,2,646
alvear,2,2
alvinne-bruin,2,0
amadeus,2,68
amaranta,2,0
amarillo-brillo,2,0
amarillo-red,2,0
amarillo-single-hop,2,0
amarillo-single-hop-pale,2,0
amazing-grace,2,19
ambar,2,9
amber-alert,2,41
amber-rye,2,0
amber-wave,2,1
amber-wheat,2,0
ambrata,2,0
ambre,2,47
ambush,2,55
american-black,2,5
amherst,2,48
amigo,2,262
ampelos,2,0
andechser,2,0
andreasbrau,2,0
andrew-will,2,0
andrian,2,3
angel-inn,2,1
angel-inn-red,2,0
angels-nectar,2,0
anima-negra,2,0
anker,2,65
annihilator-double,2,0
anniversary-ale-2008,2,0
anniversary-ale-xiii,2,0
anniversary-amber,2,0
anniversary-double,2,0
anno-unum,2,0
another,2,2113
anselmo-mendes,2,0
anthracite,2,23
antica,2,37
antinori,2,0
aotearoa,2,5
apathy,2,6
apatinska,2,0
ape,2,91
apex,2,2355
apricot-coriander,2,0
aquitania,2,2
aramis,2,4
arbor-mist,2,0
arcane,2,237
arch,2,145
archers,2,11
ardmore,2,15
arduini,2,1
arend,2,1
arkenstone,2,0
armada,2,106
armand-de-brignac,2,0
armory-xpa,2,0
arroyo-amber,2,0
art,2,6633
artemis,2,59
arthurs,2,7
artillery,2,36
artwine,2,0
asmara,2,9
aspall,2,0
astoria,2,39
atlantis,2,142
atom-smasher,2,1
atomic-pale,2,0
atticus,2,14
au-bon-climat,2,0
auchentoshan,2,2
audacity-of-hops,2,0
aufsesser,2,0
augustiner,2,1
auld-alliance,2,0
aurora-cellars,2,0
aurum,2,4
austins,2,15
autumn-brew,2,0
autumn-wheat,2,0
autumnal,2,5
autumnfest,2,0
avant-garde,2,9
aveleda,2,2
aviary,2,13
awa-uzushio,2,0
ayala,2,23
azalea-coast,2,0
b-b-king,2,2
b-i-p-a,2,0
baadog,2,0
babes,2,49
backhouse,2,1
bacon,2,574
bad-boy,2,41
bad-monkey,2,0
badlands,2,40
baileys,2,38
bailout,2,13
baja-blonde,2,0
baja-session,2,0
ballast-point,2,0
baller,2,10
balmain,2,25
balthasar-ress,2,0
ban,2,1027
bannockburn,2,5
banshee,2,135
bantam,2,34
bar-wench-brew,2,0
barbadillo,2,3
barbanera,2,3
barbar,2,31
barbarian,2,181
barberousse,2,0
bare-knuckle,2,3
baren,2,3
barkers,2,18
barking-fish,2,0
barking-pumpkin,2,0
barley-wine-2010,2,0
barleywine-2004,2,0
barleywine-2009,2,0
barleywine-2010,2,0
barnsley,2,60
barnstormer,2,0
baron-de-lestac,2,0
barons-de-rothschild,2,0
barre,2,110
barrel-aged-imperial,2,0
barrel-aged-robert-the-bruce-w-raspberries,2,0
barrel-aged-scottish,2,0
barrel-aged-sour,2,0
barrel-of-monkeys,2,0
barrilito,2,0
bart,2,83
barton,2,71
baseball,2,4830
batch-2000,2,0
batch-500,2,0
batch-666,2,0
batch-700,2,0
bati,2,20
battin-extra,2,0
battle-axe,2,4
battlefield,2,130
bayonet,2,14
bayou,2,44
beach-house,2,51
beachwood-bbq-5th-anniversary,2,0
beast,2,599
beastie-barrel,2,0
beau-rivage,2,1
beausejour,2,2
beauvoir,2,8
because,2,607
becken,2,4
becker,2,188
beckers,2,13
becks,2,6
bedele,2,0
beech-street,2,1
beefeater,2,1
beer-goggles,2,0
beer-of-the-gods,2,0
beersel-tarwebier,2,0
belfast-black,2,0
belgian-christmas,2,0
belgian-dark,2,1
belgian-dark-strong,2,0
belgian-double,2,0
belgian-dubble,2,0
belgian-light,2,0
belgian-quad,2,0
belgian-single,2,0
belgian-sour,2,0
belgian-style-amber,2,0
belgian-style-blonde,2,0
belgium-double,2,0
beligian,2,0
belle,2,960
ben-nevis,2,2
benediction,2,29
benegas,2,2
bengali-tiger,2,0
benoit-lahaye,2,0
berg,2,143
berghof,2,1
beringer,2,2
berkshire-springs-stock,2,0
bernard-gripa,2,0
bernardi,2,3
berrow,2,0
berry-bros-and-rudd,2,0
berry-bros-rudd,2,0
bert-grants,2,0
bertagna,2,1
besserat-de-bellefon,2,0
besson,2,40
best-bitter-special,2,0
bete-noire,2,1
better-off-red,2,0
bewitched,2,107
beyra,2,0
biagi,2,0
bianca,2,444
bianchi,2,80
bier-de-mars,2,0
biere-blanche,2,0
biere-blonde,2,0
biere-brune,2,1
biere-de-miel,2,0
biere-du-demon,2,0
big-bad,2,21
big-bad-wolf,2,3
big-boat-oatmeal,2,0
big-boss,2,23
big-bulge,2,2
big-chief,2,0
big-cottonwood,2,10
big-dipa-no-3,2,0
big-dog,2,10
big-easy,2,5
big-easy-blonde,2,0
big-fish,2,17
big-gut-pale,2,0
big-horn-buttface-amber,2,0
big-horn-chocolate-cream,2,0
big-horn-colorado-blonde,2,0
big-lebrewski,2,0
big-o,2,1
big-rig,2,3
big-slick,2,7
big-smoke,2,0
big-swell,2,0
big-tex,2,5
big-worst,2,0
bikini-blonde,2,0
bill,2,1673
billaud-simon,2,0
billecart-salmon,2,0
